naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
ŽIVOT SE VRAĆA,Sandra Verona,DOMAĆI LJUBAVNI ROMAN,PRESING,2023,490,Broš,14.8x21,"Kako nam život da mali milion prepreka, da na svakoj posustanemo, razmislimo gde smo, i šta želimo biti. Ništa nije tako tragično kao odustati od sebe i svojih snova…zaboraviti ko smo zapravo… Koliko god bežali od svoje prirode, ona nas kad-tad sustigne… Život možda nosi prepreke, ali je svaka tu samo da bismo ojačali i postali bliži sebi, svaka je blagoslov koji nam donosi novu nadu, da će posle iste biti bolje… I hoće… Život uvek da drugu šansu…kada se iskreno pokajemo zbog jedne odluke koja nam je promenila smer i uništila Sudbinu… Kada poželimo… Bog nam to i omogući…. Valentina je samo želela da bude voljena i prihvaćena… Uvek sa pozitivne strane opravdavala životne nepravde, dok nije svaki put bila prevarena od strane svojih najvećih ljubavi. Jednu je tragično izgubila, a druga ju je svirepo izdala… Praštala je radi ljubavi, maštala o lepšem životu, i preko noći odbacila bol, poželevši luksuz i prestiž, shvativši da ljubav nije za nju. Ljubav pokreće, ali i uništava…Preko noći postala žena najuticajnijem narko bos-u…i pomislila da može biti drugi neko…Kako se klupko odmotavalo, a životna struja tekla, gledajući opasnosti u oči svaki dan, živeći život kakav bi svako poželeo…shvatila je… da se samo zavaravala…",1346.0
VENČANJE NAKON SMRTI,Sandra Verona,DOMAĆI LJUBAVNI ROMAN,PRESING,2023,425,Broš,14.8x21,"Šta se dogodi kada se igrom Sudbine spoji prošlost i sadašnjost i rodi velika ljubav, koja ne priznaje granice, pravila, čak ni vekove? Kada propali režiser poželi da sebi skrati život, jer nema više primanja, posla, ni verenicu koja mu je okrutno okrenula leđa, misteriozna mlada žena ga spašava, nudeći svoje prijatno društvo. Misteriozna žena ima svoju tajnu, koja ih povezuje….„Jedina stvar koje mi je žao, bila je upravo ta što sam ga lagala. Nisam to činila stoga što sam neiskrena, niti što sam zla, već zato što mi je bio potreban. Sve vreme…nisam znala koji način da primenim, i kako da ga zaustavim…bio je to jedini način…najbolji način…poguban za oboje, ali ipak nije mi žao…ne kajem se ni zbog čega. Radujem se zbog svega što sam učinila, i žao mi je što nisam mogla više da pružim, ali to je bila viša sila, a ne moja volja.“",1346.0
GOSPOĐICA MAFIJA,Andrea Kingston,DOMAĆI ROMAN,PRESING,2023,227,Broš,14.8x21,"Život nema reprizu, ne daje druge šanse i vrlo je jednostavno. Ili nije? Život Tee Drajkovski nije ni najmanje jednostavan. Neki je vide kao slučaj za psihijatra, neki kao boginju. Njene snove o budućoj karijeri u kulinarstvu sprečavaju pragmatični planovi njene majke i ona završava ekonomiju a potom postaje bogata naslednica. Njen otac, kojeg nikad nije upoznala, ostavlja joj impresivnu količinu novca stečenog kriminalom. Legalizacija biznisa, unutarmafijaški sukobi, pucnjava, fatalne ljubavi, sve to Tea dobija u paketu. Kako se izboriti sa svim tim?",891.0
ON ŽELI,Andrea Kingston,DOMAĆI ROMAN,PRESING,2023,166,Broš,14.8x21,"Anabela Rajli radi za Adama Tejlora, jednog od najmoćnijih ljudi u državi, vlasnika uspešne “Tejlor” korporacije i radoholičar teške naravi čije ime simboliše moć. On je čovek koji zna da nosi teret sopstvenog uspeha sve dok ga ne optuže za ubistvo ljubavnice. Suočeni sa teškim optužbama Adam i Anabela uveliko preispituju svoj život i ljude u njemu, zaključak je za oboje isti.Da li se suprotnosti privlače ili se slični sličnima raduju? Da li će, naizgled, hladna žena, ugasiti vatru koja gori u besnom čoveku ili će, pak, izgoreti zajedno sa njim?",801.0
JEDAN SASVIM OBIČAN ŽIVOT: KRIMI DRAMA,Gordana Blanuša,DOMAĆI ROMAN,PRESING,2023,315,Broš,14.8x21,"Predatori koriste svaku šansu kako bi zaskočili svoju žrtvu.Njihova neutaživa glad traži krv i dušu nezaštićenih i slabih.David je kroz čitav život gazio preko leševa kako bi ostvario cilj. Majčinom smrću Sarin život postaje pakao. Tražeći ljubav i sigurnost gazi po trnju i hoda po oštrici koje joj nanose strašne rane. Luka posle ćerkinog samoubistva daje ostavku na mesto načelnika policije, ne može da se pomiri sa njenom smrću sumnjajući da je taj bezumni čin uzrokovan emotivnim slomom. Kao pas tragač „miriše trag“ koji ga vodi ka potencijalnom krivcu. Na tom putu otvara se Pandorina kutija iz koje izleću najstrašniji demoni i aveti. Ćelije karcinoma nemilosrdno proždiru Aurorino telo, tajna koju je krila ne sme u grob s njom.Kakve to niti pletu mrežu koja spaja sudbine potpuno nepoznatih ljudi? Ima li život smisla, da li se nebeske sile mogu izboriti sa čistim zlom?",1079.0
NASLEĐE,Amelia Stewart,DOMAĆI ROMAN,PRESING,2023,239,Broš,14.8x21,"U dve priče knjige Nasleđe likovi nam pokazuju kako izgleda kada otkrijete novi život, novu ljubav, novo sve.Kroz pisma saznajemo zašto nije sve kao što se čini, saznajemo šta ljudi rade da bi zaštitili svoje voljene.Ova nas knjiga vodi na avanturu, čas bolnu, čas slatku, dočaraće vam neke ljubavi koje se jednostavno ne zaboravljaju.",891.0
DOGODOVŠTINE SA DALEKOG ISTOKA,Lana Bel Veider,PUTOPISI,PRESING,2023,187,Broš,14.8x21,"Neumorna svetska putnica mlađe generacije Lana Bel Veider (1989), otkriva nam Daleki istok preskačući ulogu čičerona, kakvu obično imaju autorke i autori putopisa. Njena posvećena ljubav prema hodoljublju (kako je lutalačke tendencije definisao veliki pisac, slikar i boem Zuko Džumhur) izvire iz svake rečenice koja nas teleportuje put Kine. Iako u delu ima, a i neophodno je, istorijskih, kulturoloških podataka, ono što fascinira je da nam se prikazuje svakodnevni život onakvim kakav jeste. Naslovi poglavlja koji opisuju situacije u koje ulazi glavna junakinja rečito (i duhovito) govore o tome: Dobih klopu po porudžbini, Srbi Nantonga,ujedinite se!, Pronađi stan u Baošanu…. Autorka je napisala, skromno opisujući stvaranje svog književnog prvenca, da je dvadesetak godina nešto pisuckala pa je red i da nešto objavi. Ono što možemo reći je da s nestrpljenjem očekujemo sledeću knjigu jer Lana Bel Veider ima šta da kaže.",801.0
POSLOVNI ARANŽMAN,Lorry Medlin,DOMAĆI LJUBAVNI ROMAN,PRESING,2023,279,Broš,14.8x21,"Lena Džons, Engleskinja, javlja se na oglas za posao u Španiji. U razgovoru sa prilično neprijatnim muškarcem, saznaje pojedinosti neobičnog, ali dobro plaćenog posla. Izvesnom Špancu, Alehandru Sandalu, potrebna je devojka koja će mu pomoći da ubedi svog dedu na samrti da je u vezi koju će krunisati brakom, kako bi mu ispunio želju da, pre nego što umre, vidi svog unuka srećnog pored neke žene i… Život se postarao da baš Lena bude odabrana za ulogu drage, s jedne strane, a sa druge i da tu ulogu prihvati. Potanko je isplanirana i ugovorom overena milosrdna laž, ali sve počinje da se komplikuje od trenutka kada Lena sazna ko je Alehandro jer – život često nije ono što želimo i čemu se nadamo niti se ljudi povezuju situacijama, blizinom, rečima… Ljudi se dotiču osećanjima i spajaju nevidljivim sponama ljubavi. Ona je uvek cilj i dogodi se bez razloga i bez logike, bez razmišljanja, kada se duše sretnu, čak i onda kada mislimo da to ne bi trebalo ili ne bi smelo da se desi. Alehandro ne želi bilo kakvu emotivnu vezu, a Lena joj se ne nada, ali…",990.0
ŠTA SU PANDE MALE MAMI OBEĆALE?,Rejčel Brajt Dzim Fild,UZRAST OD 3 DO 6 GODINA,JRJ,2023,32,Tvrd,28x37,"Prelepa knjiga nagrađivane autorke Rejčel Brajt podseća nas koliko je važno da održimo svoje obećanje jer tako gradimo poverenje u odnosu koji nam je važan. Poetični stihovi kriju i pouku da su nam naši najbliži najveći prijatelji, da porodicu treba negovati i, naposletku, da  jačina sestrinske ljubavi pobeđuje najveće opasnosti i prepreke.",1485.0
STRAH I DRHTANJE,Seren Kjerkegor,FILOZOFIJA,PLATO,2023,401,Broš,20x13,"Strah i drhtanje jeste filozofsko delo, premda vrlo osobeno, toliko da se zapravo žestoko suprotstavlja (vladajućoj) filozofiji i po svojoj formi i po svom sadržaju. Svesti Strah i drhtanje samo na puko zastupanje religioznosti bilo bi stoga isto što i zaobići mnoge važne dimenzije ovog spisa. Tek nakon pažljivog čitanja postajemo svesni koliko u ovom delu ima posejanih teza i antiteza u odnosu na čitavu modernu filozofiju sa kojom Kjerkegor vodi vrlo suptilan i načelan dijalog. Nema sumnje, on se zalaže za radikalan pojam vere, skoro tertilujanovski reductio ad absurdum, ali na dubljem nivou njegova knjiga jeste pre delo koje se javlja u nastavku sokratovske tradicije samoispitivanja nego tertulijanovske netrpeljivosti prema filozofskom umu. Ona je poziv da vlastito moralno i duhovno stanje shvatimo kao našu najveću brigu, naš najviši životni zadatak, da ispitamo svoj odnos prema uživanju, moralnim načelima i veri, ali tako da to ispitivanje  izvodimo kao samoispitivanje, kušnju u kojoj ćemo biti mučeni protivrečnim zahtevima ljubavi, morala, razuma, odgovornosti, vernosti, saopštavanja i lutanja. -",1386.0
GUGUTO MEMETO,Stefan Tićmi,DOMAĆI ROMAN,IMPRIMATUR PUBLISHING,2023,117,Broš,20x12,"Knjiga koja nas vodi u Selo na rubu razuma, u svijet igre, smrtnosti i ljubavi. Nesvakidašnje dirljiv podsjetnik na istinsku moć riječi i priča.",712.0
"LJUBAV, SLOBODA, SAMOĆA",Osho,"KOMUNIKACIJA, EMOCIJA I ODNOSI SA DRUGIMA",PUBLIK PRAKTIKUM,2024,210,Broš,15x23,Ljubav ne zna za poređenje; ljubav prosto voli bez poređenja.,855.0
AKIMUDI NELJUDSKI ROMAN,Viktor Jerofejev,ROMAN,GEOPOETIKA,2024,485,Broš,13.5x20,"Rusija postaje poligon mističnog eksperimenta koji dovodi do vaskrsenja mrtvaca i nemilosrdnog rata između mrtvih i živih. Roman Akimudi pokušava da odgovori na pitanje zašto živimo u ovakvom svetu, prikazivanjem žara revolucije, ljubavnog ludila, svireposti, seksa, apsurda i svetosti, suočavanjem junaka knjige i „novog boga“ Akimuda. „Roman Viktora Jerofejeva Akimudi slika budućnost u najgoroj varijanti, u kojoj Rusija nije država, nego mit, a ulogu lidera u tom mitu ima kiborg, koji je istovremeno i pseudobog. Akimudi predstavlja žanrovsko preplitanje fantastičnog romana, biografije, mističkog realizma i, čak, automatskog pisma. Tekst nastoji da bude obezličen obiljem citata iz književnosti. Jerofejev je nezadovoljan klasičnom književnošću s njenim ’mrtvacima’: Tolstojem, Dostojevskim, Gogoljem, ali u njegovom romanu oživljavaju Doktor Živago, Zli dusi. Oživljava i Nabokov, kod koga se mržnja prema boljševicima preokrenula u ljubav prema leptirima. Neka poglavlja Akimuda čak nose nazive Nabokovljevih romana. - Nedeljnik Ogonjok",1496.0
KUČKE I BUDALE,Milovan Rakijaš,DOMAĆI ROMAN,RENDE,2023,95,Broš,13x20,"Kučke i budale je zbirka priča koja istražuje kompleksne odnose između muškaraca i žena u šarmantnom okruženju Beograda. Autor oštro osvetljava njihove ljudske nesavršenosti, isprepletene sa smešnim, tužnim i neizbežno stvarnim situacijama. Kroz živopisne likove, čitaoci putuju kroz lavirinte ljubavi, strasti i svađa, duboko ukorenjenih u specifičnostima beogradskog duha. Ova knjiga otkriva duboke istine o ljubavi, životu i ljudskoj prirodi, pružajući uvid u suštinske veze koje oblikuju naša iskustva u gradskom vrtlogu.",1188.0
KRAJ JEDNE LJUBAVNE PRIČE,Grejam Grin,KLASICI,KOSMOS BG NOVA KNJIGA PG,2023,220,Broš,15x23,"Sara i Moris Bendriks se u Londonu upuštaju u strastvenu vezu kao da se Drugi svetski rat dešava negde drugde i nekom drugom. Ali iako je neosporno da se vole, ona je neobjašnjivo odana svom mužu, a on neobjašnjivo ljubomoran. Napetost raste, razmazuju se granice između ljubavi i mržnje, između samopoštovanja i opsesije, sve dok u jednom trenutku, iznenada i bez ikakvog objašnjenja, Sara ne prekine svaki kontakt s Bendriksom.",891.0
RECI TO S LJUBAVLJU,Marija Đovana Luini,UM TELO I DUH,HARMONIJA KNJIGE,2023,127,Broš,15x23,Traume vezane za ljubav su velike jer govorimo o najmoćnijoj energiji koja postoji.,666.0
PISMA SNOVA,Haris Dubica,DOMAĆI ROMAN,ČIGOJA ŠTAMPA,2023,264,Tvrd,14.8x21,"Šta su Pisma Snova? Pisma sa iskrenim riječima od srca o priznanju ljubavi, koje čovjek nikada nije poslao osobi koju voli, pa ih sanja.",1489.0
UZVIŠENI RIVALI I deo TikTok Hit,Rebeka Ros,TINEJDŽ I YA ROMAN,URBAN READS,2023,414,Broš,13x20,"Kada dvoje mladih novinara i suparnika pronađe ljubav kroz neobičnu magičnu povezanost, moraće da se suoče s dubinama pakla, među zaraćenim bogovima, kako bi zauvek zapečatili svoju sudbinu…",1259.0
OKRUTNI PROTIVNIK,L. DŽ. Šen,LJUBAVNI ROMAN,LAGUNA,2023,360,Broš,13x20,„Vrhunska romansa o neprijateljima koji postaju ljubavnici i tankoj liniji između osvete i ljubavi.“,1079.0
DRUGO TELO,Milorad Pavić,DOMAĆI KLASICI,KOSMOS BG NOVA KNJIGA PG,2023,224,Broš,13x20,"Knjiga Milorada Pavića Drugo telo – pobožni roman (2006) biće za neke čitaoce ljubavna priča koja se proteže kroz četiri veka, a za neke pobožni roman o drugom telu Hristovom. Svakako ona je objava nekih važnih stvari u životu i posle njega.",891.0
MOSTOVI OKRUGA MEDISON,Robert Džejms Voler,ROMAN,KOSMOS BG NOVA KNJIGA PG,2023,188,Broš,15x23,"Lirski, čulno i osećajno. Priča o beskrajnoj ljubavi. - San Francisko kronikl",891.0
BARI LINDON,Vilijam Mejkpis Tekeri,KLASICI,KOSMOS BG NOVA KNJIGA PG,2023,320,Tvrd,15x23,"Iako živi na ivici bede, mladi Redmond Bari, izdanak propale vlastelinske porodice, čvrsto veruje da mu je suđeno da povrati slavu predaka i postane ugledan pripadnik visokog društva u Irskoj sredinom XVIII veka. Ali do ostvarenja tog cilja mora da prevali dug put, koji ga vodi kroz ratove i evropske dvorove, složene spletke začinjene strastvenom ljubavlju i gorućom mržnjom, preko vrtoglavih uspona, neočekivanih obrta i sunovratnih padova.",1161.0
BIO JE DIVAN MESEC MAJ,Hajnrih Hajne,POEZIJA,KOSMOS BG NOVA KNJIGA PG,2023,120,Tvrd,15x23,"Aspekt „psihološke stvarnosti” koja se prepoznaje u Hajneovim pesmama izvire iz nostalgičnih sećanja na dve velike, a nesrećne ljubavi u njegovom životu, ali tu su i drugi motivi od saživljavanja sa prirodom do političkih ideja prve polovine XIX veka. Primamljivost njegovih stihova počiva na upotrbi pevljivog narodnog tona nemačkih narodnih pesama. Mnogi kompozitori su upravo zbog te melodičnosti komponovali svoja dela oslanjajućise na njegove stihove. Onovremena popularnost Hajneove poezije počiva na ovim temeljima.",981.0
TECI KAO REKA,Šeli Rid,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2023,288,Broš,14.5x20.5,"Priča prepuna strasti, o istini, sudbini i najdubljim misterijama ljubavi",934.0
TO JE BILO JEDNE NOĆI NA JADRANU,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,TEA BOOKS,2023,476,Broš,14x20,"Izrazito talentovana za pisanje o ljubavi, Mir-Jam je na sebi svojstven način u ovoj knjizi ispričala ljubavnu priču, s mnogo zapleta, neizvesnosti, ali sa srećnim završetkom.",1439.0
DEVOJKA SA ZELENIM OČIMA,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,TEA BOOKS,2023,192,Broš,14x20,"Naizgled površno i lepršavo štivo, protkano nežnim osećanjima i večitom temom svih pisaca – ljubavlju – nudi presek zbivanja u Srbiji tridesetih godina ovog veka.",899.0
NEPOBEDIVO SRCE,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,TEA BOOKS,2023,690,Broš,14x20,"Miomira i Ninoslav naizgled su nespojive ličnosti – ona je lepa razmažena bogatašica, on siromašni student iz unutrašnjosti. Ali ljubav ne bira ni vreme ni mesto. Ona jednostavno plane da bi nam život obasjala svetlošću.",1979.0
PREIMUĆSTVA KRUGA,Veselin Marković,DOMAĆE PRIČE I PRIPOVETKE,ARHIPELAG,2023,176,Tvrd,14x21,"Priče u kojima se smenjuju bajke, prošlost i savremenost, uzbudljive vizije budućnosti i fantastika, smelo postavljena pitanja reinkarnacije i teško dokučivih tajni. U pričama iz knjige Preimućstva kruga Marković svoje čitaoce suočava s nekim od ključnih ideja koje pripadaju humanističkom obzorju (sreća, ljubav, pravda, dobrota, vera, sumnja, greh, kazna, krivica, smisao, dužnost). Već na prvi pogled, jasno je da ove ideje po pravilu imaju u sebi jak etički potencijal. Ali se pred čitaoce najpre izvode junaci i događaji, a u njihovim konfliktima, nedoumicama, usponima i padovima naziru se i razrešenja implicitno postavljenih velikih tema ljudske sudbine i ljudske svakodnevice. Junaci proze Veselina Markovića suočavaju se sa nekim časom u kome se njihov život odjednom menja, a pogled na svet postaje jasniji nego ikada pre.",1100.0
ŠAGI BEJN,Daglas Stjuart,ROMAN,IPC MEDIA,2022,462,Broš,13x20,"„Šagi Bejn“, debitantski roman škotsko-američkog pisca i dizajnera Daglasa Stjuarta ovenčan Bukerovom nagradom za 2020. godinu, beskompromisna je, nežna, topla i duhovita priča o ljubavi, ponosu i siromaštvu i epski prikaz života radničke klase kakav je retko predočen fikcijom.",1089.0
JOŠ PRE VREMENA,Tamara Đuran,POEZIJA,ARHIPELAG,2023,60,Broš,14x21,"Povezane jedinstvenom temom i celovitom zamisli, pesme u knjizi Još pre vremena oblikuju poemu o modernoj jedinki koja kroz obrede i iskušenja ljubavi traga za smislom svakodnevice.Pojedinačne pesme ove knjige predstavljaju posebnu jezičku, emotivnu i egzistencijalnu situaciju, a sve zajedno one se stapaju u strasnu i evokativnu, delikatnu i neposredno kazanu liriku.",599.0
VENECIJANSKE DEVICE,Đina Bonaguro,ISTORIJSKI ROMAN,LAGUNA,2023,400,Broš,13x20,"„Suptilnost zabranjene ljubavi, u kombinaciji sa živopisnim slikama Venecije u XVI veku opčiniće vas sjajnom mešavinom istorije i fikcije.“",1169.0
